FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
150222;1700;4;;;
150222;1800;4;;;
150222;1900;14;;;
150222;2000;14;;;
150222;2100;17;;;
150222;2200;5;;;
150222;2300;6;;;
150223;0000;4;;;
150223;0100;4;;;
150223;0200;4;;;
150223;0300;4;;;
150223;0400;4;;;
150223;0500;4;;;
150223;0600;4;;;
150223;0700;7;;;
150223;0800;6;;;
150223;0900;4;;;
150223;1000;4;;;
150223;1100;4;;;
150223;1200;4;;;
150223;1300;4;;;
150223;1400;4;;;
150223;1500;4;;;
150223;1600;7;;;
150223;1700;8;;;
150223;1800;5;;;
150223;1900;10;;;
150223;2000;7;;;
150223;2100;4;;;
150223;2200;11;;;
150223;2300;27;;;
150224;0000;9;;;
150224;0100;11;;;
150224;0200;33;;;
150224;0300;17;;;
150224;0400;82;;;
150224;0500;29;;;
150224;0600;66;;;
150224;0700;27;;;
150224;0800;7;;;
150224;0900;8;;;
150224;1000;4;;;
150224;1100;4;;;
150224;1200;4;;;
150224;1300;4;;;
150224;1400;4;;;
150224;1500;4;;;
150224;1600;4;;;
150224;1700;4;;;
150224;1800;4;;;
150224;1900;7;;;
150224;2000;10;;;
150224;2100;9;;;
150224;2200;33;;;
150224;2300;34;;;
150225;0000;16;;;
150225;0100;17;;;
150225;0200;18;;;
150225;0300;22;;;
150225;0400;13;;;
150225;0500;16;;;
150225;0600;48;;;
150225;0700;79;;;
150225;0800;39;;;
150225;0900;22;;;
150225;1000;5;;;
150225;1100;4;;;
150225;1200;4;;;
150225;1300;4;;;
150225;1400;4;;;
150225;1500;4;;;
150225;1600;4;;;
150225;1700;4;;;
150225;1800;4;;;
150225;1900;4;;;
150225;2000;12;;;
150225;2100;10;;;
150225;2200;6;;;
150225;2300;6;;;
150226;0000;4;;;
150226;0100;4;;;
150226;0200;4;;;
150226;0300;4;;;
150226;0400;4;;;
150226;0500;4;;;
150226;0600;4;;;
150226;0700;6;;;
150226;0800;7;;;
150226;0900;6;;;
150226;1000;4;;;
150226;1100;4;;;
150226;1200;4;;;
150226;1300;4;;;
150226;1400;4;;;
150226;1500;4;;;
150226;1600;4;;;
150226;1700;4;;;
150226;1800;4;;;
150226;1900;6;;;
150226;2000;4;;;
150226;2100;4;;;
150226;2200;6;;;
150226;2300;8;;;
150227;0000;19;;;
150227;0100;11;;;
150227;0200;7;;;
150227;0300;7;;;
150227;0400;7;;;
150227;0500;6;;;
150227;0600;39;;;
150227;0700;60;;;
150227;0800;40;;;
150227;0900;19;;;
150227;1000;12;;;
150227;1100;11;;;
150227;1200;4;;;
150227;1300;4;;;
150227;1400;4;;;
150227;1500;4;;;
150227;1600;;;4;
150227;1700;4;;;
150227;1800;4;;;
150227;1900;5;;;
150227;2000;20;;;
150227;2100;7;;;
150227;2200;9;;;
150227;2300;12;;;
150228;0000;9;;;
150228;0100;5;;;
150228;0200;4;;;
150228;0300;4;;;
150228;0400;4;;;
150228;0500;4;;;
150228;0600;7;;;
150228;0700;6;;;
150228;0800;8;;;
150228;0900;6;;;
150228;1000;4;;;
150228;1100;4;;;
150228;1200;4;;;
150228;1300;4;;;
150228;1400;4;;;
150228;1500;4;;;
150228;1600;4;;;
150228;1700;4;;;
150228;1800;4;;;
150228;1900;8;;;
150228;2000;7;;;
150228;2100;11;;;
150228;2200;14;;;
150228;2300;23;;;
150301;0000;9;;;
150301;0100;9;;;
150301;0200;4;;;
150301;0300;4;;;
150301;0400;4;;;
150301;0500;4;;;
150301;0600;6;;;
150301;0700;4;;;
150301;0800;4;;;
150301;0900;6;;;
150301;1000;5;;;
150301;1100;6;;;
150301;1200;6;;;
150301;1300;8;;;
150301;1400;20;;;
150301;1500;4;;;
150301;1600;7;;;
150301;1700;5;;;
150301;1800;7;;;
150301;1900;8;;;
150301;2000;6;;;
150301;2100;13;;;
150301;2200;10;;;
150301;2300;14;;;
150302;0000;6;;;
150302;0100;20;;;
150302;0200;7;;;
150302;0300;11;;;
150302;0400;13;;;
150302;0500;5;;;
150302;0600;6;;;
150302;0700;15;;;
150302;0800;26;;;
150302;0900;27;;;
150302;1000;10;;;
150302;1100;8;;;
150302;1200;9;;;
150302;1300;7;;;
150302;1400;4;;;
150302;1500;4;;;
150302;1600;6;;;
150302;1700;5;;;
150302;1800;7;;;
150302;1900;11;;;
150302;2000;17;;;
150302;2100;24;;;
150302;2200;6;;;
150302;2300;7;;;
150303;0000;4;;;
150303;0100;4;;;
150303;0200;4;;;
150303;0300;4;;;
150303;0400;4;;;
150303;0500;4;;;
150303;0600;4;;;
150303;0700;7;;;
150303;0800;20;;;
150303;0900;13;;;
150303;1000;11;;;
150303;1100;12;;;
150303;1200;10;;;
150303;1300;11;;;
150303;1400;10;;;
150303;1500;11;;;
150303;1600;8;;;
150303;1700;7;;;
150303;1800;8;;;
150303;1900;7;;;
150303;2000;13;;;
150303;2100;9;;;
150303;2200;9;;;
150303;2300;6;;;
150304;0000;5;;;
150304;0100;6;;;
150304;0200;4;;;
150304;0300;4;;;
150304;0400;5;;;
150304;0500;9;;;
150304;0600;14;;;
150304;0700;25;;;
150304;0800;20;;;
150304;0900;7;;;
150304;1000;10;;;
150304;1100;8;;;
150304;1200;4;;;
150304;1300;4;;;
150304;1400;4;;;
150304;1500;4;;;
150304;1600;4;;;
150304;1700;4;;;
150304;1800;4;;;
150304;1900;23;;;
150304;2000;15;;;
150304;2100;6;;;
150304;2200;8;;;
150304;2300;4;;;
150305;0000;4;;;
150305;0100;4;;;
150305;0200;4;;;
150305;0300;5;;;
150305;0400;37;;;
150305;0500;4;;;
150305;0600;4;;;
150305;0700;12;;;
150305;0800;14;;;
150305;0900;8;;;
150305;1000;6;;;
150305;1100;6;;;
150305;1200;8;;;
150305;1300;4;;;
150305;1400;4;;;
150305;1500;6;;;
150305;1600;4;;;
150305;1700;7;;;
150305;1800;7;;;
150305;1900;14;;;
150305;2000;15;;;
150305;2100;21;;;
150305;2200;25;;;
150305;2300;18;;;
150306;0000;23;;;
150306;0100;10;;;
150306;0200;26;;;
150306;0300;14;;;
150306;0400;4;;;
150306;0500;10;;;
150306;0600;40;;;
150306;0700;37;;;
150306;0800;17;;;
150306;0900;9;;;
150306;1000;5;;;
150306;1100;4;;;
150306;1200;4;;;
150306;1300;4;;;
150306;1400;8;;;
150306;1500;8;;;
150306;1600;7;;;
150306;1700;15;;;
150306;1800;31;;;
150306;1900;44;;;
150306;2000;42;;;
150306;2100;49;;;
150306;2200;50;;;
150306;2300;44;;;
150307;0000;30;;;
150307;0100;25;;;
150307;0200;26;;;
150307;0300;42;;;
150307;0400;16;;;
150307;0500;6;;;
150307;0600;9;;;
150307;0700;8;;;
150307;0800;9;;;
150307;0900;8;;;
150307;1000;6;;;
150307;1100;4;;;
150307;1200;6;;;
150307;1300;7;;;
150307;1400;20;;;
150307;1500;11;;;
150307;1600;21;;;
150307;1700;21;;;
150307;1800;20;;;
150307;1900;33;;;
150307;2000;19;;;
150307;2100;40;;;
150307;2200;20;;;
150307;2300;6;;;
150308;0000;16;;;
150308;0100;33;;;
150308;0200;19;;;
150308;0300;4;;;
150308;0400;4;;;
150308;0500;4;;;
150308;0600;4;;;
150308;0700;5;;;
150308;0800;;;4;
150308;0900;;;4;
150308;1000;;;;
150308;1100;;;;
150308;1200;;;;
150308;1300;;;;
150308;1400;4;;;
150308;1500;4;;;
150308;1600;4;;;
150308;1700;4;;;
150308;1800;15;;;
150308;1900;27;;;
150308;2000;35;;;
150308;2100;28;;;
150308;2200;55;;;
150308;2300;14;;;
150309;0000;35;;;
150309;0100;18;;;
150309;0200;37;;;
150309;0300;26;;;
150309;0400;21;;;
150309;0500;42;;;
150309;0600;134;;;
150309;0700;150;;;
150309;0800;36;;;
150309;0900;22;;;
150309;1000;18;;;
150309;1100;7;;;
150309;1200;5;;;
150309;1300;4;;;
150309;1400;6;;;
150309;1500;4;;;
150309;1600;4;;;
150309;1700;4;;;
150309;1800;4;;;
150309;1900;17;;;
150309;2000;20;;;
150309;2100;6;;;
150309;2200;4;;;
150309;2300;6;;;
150310;0000;8;;;
150310;0100;5;;;
150310;0200;12;;;
150310;0300;16;;;
150310;0400;9;;;
150310;0500;5;;;
150310;0600;15;;;
150310;0700;22;;;
150310;0800;11;;;
150310;0900;8;;;
150310;1000;8;;;
150310;1100;6;;;
150310;1200;6;;;
150310;1300;4;;;
150310;1400;4;;;
150310;1500;4;;;
150310;1600;4;;;
150310;1700;12;;;
150310;1800;13;;;
150310;1900;34;;;
150310;2000;25;;;
150310;2100;15;;;
150310;2200;14;;;
150310;2300;10;;;
150311;0000;8;;;
150311;0100;5;;;
150311;0200;4;;;
150311;0300;4;;;
150311;0400;4;;;
150311;0500;8;;;
150311;0600;44;;;
150311;0700;60;;;
150311;0800;14;;;
150311;0900;7;;;
150311;1000;11;;;
150311;1100;10;;;
150311;1200;6;;;
150311;1300;5;;;
150311;1400;6;;;
150311;1500;4;;;
150311;1600;4;;;
150311;1700;5;;;
150311;1800;8;;;
150311;1900;14;;;
150311;2000;49;;;
150311;2100;103;;;
150311;2200;67;;;
150311;2300;25;;;
150312;0000;22;;;
150312;0100;53;;;
150312;0200;22;;;
150312;0300;69;;;
150312;0400;18;;;
150312;0500;19;;;
150312;0600;46;;;
150312;0700;69;;;
150312;0800;25;;;
150312;0900;4;;;
150312;1000;4;;;
150312;1100;4;;;
150312;1200;4;;;
150312;1300;4;;;
150312;1400;7;;;
150312;1500;12;;;
150312;1600;9;;;
150312;1700;10;;;
150312;1800;18;;;
150312;1900;23;;;
150312;2000;36;;;
150312;2100;22;;;
150312;2200;14;;;
150312;2300;10;;;
150313;0000;7;;;
150313;0100;4;;;
150313;0200;4;;;
150313;0300;4;;;
150313;0400;4;;;
150313;0500;4;;;
150313;0600;9;;;
150313;0700;7;;;
150313;0800;6;;;
150313;0900;6;;;
150313;1000;5;;;
150313;1100;4;;;
150313;1200;4;;;
150313;1300;5;;;
150313;1400;4;;;
150313;1500;7;;;
150313;1600;12;;;
150313;1700;13;;;
150313;1800;12;;;
150313;1900;14;;;
150313;2000;14;;;
150313;2100;8;;;
150313;2200;8;;;
150313;2300;5;;;
150314;0000;6;;;
150314;0100;4;;;
150314;0200;4;;;
150314;0300;4;;;
150314;0400;4;;;
150314;0500;4;;;
150314;0600;4;;;
150314;0700;16;;;
150314;0800;18;;;
150314;0900;10;;;
150314;1000;10;;;
150314;1100;9;;;
150314;1200;8;;;
150314;1300;4;;;
150314;1400;4;;;
150314;1500;4;;;
150314;1600;4;;;
150314;1700;10;;;
150314;1800;10;;;
150314;1900;29;;;
150314;2000;28;;;
150314;2100;22;;;
150314;2200;43;;;
150314;2300;28;;;
150315;0000;12;;;
150315;0100;8;;;
150315;0200;23;;;
150315;0300;6;;;
150315;0400;6;;;
150315;0500;4;;;
150315;0600;4;;;
150315;0700;9;;;
150315;0800;22;;;
150315;0900;6;;;
150315;1000;5;;;
150315;1100;4;;;
150315;1200;6;;;
150315;1300;19;;;
150315;1400;15;;;
150315;1500;14;;;
150315;1600;12;;;
150315;1700;23;;;
150315;1800;33;;;
150315;1900;53;;;
150315;2000;57;;;
150315;2100;62;;;
150315;2200;48;;;
150315;2300;56;;;
150316;0000;27;;;
150316;0100;10;;;
150316;0200;12;;;
150316;0300;15;;;
150316;0400;12;;;
150316;0500;7;;;
150316;0600;43;;;
150316;0700;63;;;
150316;0800;120;;;
150316;0900;29;;;
150316;1000;51;;;
150316;1100;34;;;
150316;1200;50;;;
150316;1300;;;;
150316;1400;27;;;
150316;1500;22;;;
150316;1600;23;;;
150316;1700;26;;;
150316;1800;35;;;
150316;1900;45;;;
150316;2000;53;;;
150316;2100;18;;;
150316;2200;33;;;
150316;2300;31;;;
150317;0000;18;;;
150317;0100;15;;;
150317;0200;22;;;
150317;0300;20;;;
150317;0400;17;;;
150317;0500;5;;;
150317;0600;8;;;
150317;0700;12;;;
150317;0800;10;;;
150317;0900;8;;;
150317;1000;8;;;
150317;1100;7;;;
150317;1200;6;;;
150317;1300;5;;;
150317;1400;4;;;
150317;1500;8;;;
150317;1600;14;;;
150317;1700;11;;;
150317;1800;15;;;
150317;1900;36;;;
150317;2000;46;;;
150317;2100;33;;;
150317;2200;42;;;
150317;2300;21;;;
150318;0000;14;;;
150318;0100;7;;;
150318;0200;4;;;
150318;0300;18;;;
150318;0400;24;;;
150318;0500;4;;;
150318;0600;18;;;
150318;0700;37;;;
150318;0800;12;;;
150318;0900;9;;;
150318;1000;6;;;
150318;1100;7;;;
150318;1200;6;;;
150318;1300;7;;;
150318;1400;10;;;
150318;1500;8;;;
150318;1600;7;;;
150318;1700;18;;;
150318;1800;15;;;
150318;1900;25;;;
150318;2000;19;;;
150318;2100;25;;;
150318;2200;4;;;
150318;2300;5;;;
150319;0000;8;;;
150319;0100;7;;;
150319;0200;14;;;
150319;0300;21;;;
150319;0400;28;;;
150319;0500;35;;;
150319;0600;43;;;
150319;0700;51;;;
150319;0800;38;;;
150319;0900;27;;;
150319;1000;21;;;
150319;1100;11;;;
150319;1200;6;;;
150319;1300;4;;;
150319;1400;4;;;
150319;1500;4;;;
150319;1600;7;;;
150319;1700;12;;;
150319;1800;28;;;
150319;1900;42;;;
150319;2000;45;;;
150319;2100;37;;;
150319;2200;25;;;
150319;2300;25;;;
150320;0000;7;;;
150320;0100;11;;;
150320;0200;7;;;
150320;0300;5;;;
150320;0400;5;;;
150320;0500;5;;;
150320;0600;26;;;
150320;0700;20;;;
150320;0800;30;;;
150320;0900;4;;;
150320;1000;4;;;
150320;1100;;;;
150320;1200;9;;;
150320;1300;7;;;
150320;1400;6;;;
150320;1500;14;;;
150320;1600;9;;;
150320;1700;13;;;
150320;1800;7;;;
150320;1900;72;;;
150320;2000;81;;;
150320;2100;44;;;
150320;2200;29;;;
150320;2300;42;;;
150321;0000;33;;;
150321;0100;50;;;
150321;0200;38;;;
150321;0300;52;;;
150321;0400;13;;;
150321;0500;16;;;
150321;0600;35;;;
150321;0700;113;;;
150321;0800;65;;;
150321;0900;56;;;
150321;1000;15;;;
150321;1100;13;;;
150321;1200;11;;;
150321;1300;6;;;
150321;1400;4;;;
150321;1500;7;;;
150321;1600;6;;;
150321;1700;7;;;
150321;1800;26;;;
150321;1900;78;;;
150321;2000;58;;;
150321;2100;219;;;
150321;2200;144;;;
150321;2300;155;;;
150322;0000;122;;;
150322;0100;87;;;
150322;0200;140;;;
150322;0300;99;;;
150322;0400;40;;;
150322;0500;53;;;
150322;0600;80;;;
150322;0700;92;;;
150322;0800;106;;;
150322;0900;94;;;
150322;1000;24;;;
150322;1100;14;;;
150322;1200;11;;;
150322;1300;9;;;
150322;1400;7;;;
150322;1500;10;;;
150322;1600;8;;;
150322;1700;14;;;
150322;1800;34;;;
150322;1900;146;;;
150322;2000;246;;;
150322;2100;307;;;
150322;2200;325;;;
150322;2300;226;;;
150323;0000;114;;;
150323;0100;102;;;
150323;0200;158;;;
150323;0300;101;;;
150323;0400;104;;;
150323;0500;69;;;
150323;0600;162;;;
150323;0700;372;;;
150323;0800;269;;;
150323;0900;79;;;
150323;1000;47;;;
150323;1100;31;;;
150323;1200;11;;;
150323;1300;10;;;
150323;1400;5;;;
150323;1500;4;;;
150323;1600;4;;;
150323;1700;8;;;
150323;1800;19;;;
150323;1900;44;;;
150323;2000;78;;;
150323;2100;67;;;
150323;2200;50;;;
150323;2300;15;;;
150324;0000;31;;;
150324;0100;28;;;
150324;0200;39;;;
150324;0300;39;;;
150324;0400;58;;;
150324;0500;27;;;
150324;0600;154;;;
150324;0700;296;;;
150324;0800;174;;;
150324;0900;40;;;
150324;1000;31;;;
150324;1100;8;;;
150324;1200;4;;;
150324;1300;4;;;
150324;1400;6;;;
150324;1500;6;;;
150324;1600;4;;;
150324;1700;8;;;
150324;1800;20;;;
150324;1900;97;;;
150324;2000;104;;;
150324;2100;98;;;
150324;2200;56;;;
150324;2300;77;;;
150325;0000;54;;;
150325;0100;75;;;
150325;0200;31;;;
150325;0300;41;;;
150325;0400;32;;;
150325;0500;35;;;
150325;0600;178;;;
150325;0700;270;;;
150325;0800;79;;;
150325;0900;95;;;
150325;1000;39;;;
150325;1100;18;;;
150325;1200;29;;;
150325;1300;9;;;
150325;1400;8;;;
150325;1500;5;;;
150325;1600;7;;;
150325;1700;8;;;
150325;1800;26;;;
150325;1900;144;;;
150325;2000;243;;;
150325;2100;270;;;
150325;2200;278;;;
150325;2300;243;;;
150326;0000;78;;;
150326;0100;88;;;
150326;0200;73;;;
150326;0300;80;;;
150326;0400;56;;;
150326;0500;54;;;
150326;0600;47;;;
150326;0700;173;;;
150326;0800;183;;;
150326;0900;56;;;
150326;1000;28;;;
150326;1100;21;;;
150326;1200;9;;;
150326;1300;7;;;
150326;1400;4;;;
150326;1500;9;;;
150326;1600;;;7,114;
150326;1700;14;;;
150326;1800;30;;;
150326;1900;34;;;
150326;2000;84;;;
150326;2100;19;;;
150326;2200;78;;;
150326;2300;205;;;
150327;0000;117;;;
150327;0100;44;;;
150327;0200;17;;;
150327;0300;8;;;
150327;0400;16;;;
150327;0500;26;;;
150327;0600;39;;;
150327;0700;54;;;
150327;0800;27;;;
150327;0900;16;;;
150327;1000;14;;;
150327;1100;7;;;
150327;1200;10;;;
150327;1300;8;;;
150327;1400;7;;;
150327;1500;9;;;
150327;1600;14;;;
150327;1700;9;;;
150327;1800;16;;;
150327;1900;22;;;
150327;2000;30;;;
150327;2100;46;;;
150327;2200;29;;;
150327;2300;32;;;
150328;0000;35;;;
150328;0100;37;;;
150328;0200;39;;;
150328;0300;57;;;
150328;0400;48;;;
150328;0500;42;;;
150328;0600;42;;;
150328;0700;35;;;
150328;0800;27;;;
150328;0900;16;;;
150328;1000;26;;;
150328;1100;25;;;
150328;1200;39;;;
150328;1300;32;;;
150328;1400;41;;;
150328;1500;37;;;
150328;1600;25;;;
150328;1700;27;;;
150328;1800;121;;;
150328;1900;31;;;
150328;2000;21;;;
150328;2100;22;;;
150328;2200;13;;;
150328;2300;8;;;
150329;0000;6;;;
150329;0100;5;;;
150329;0200;16;;;
150329;0300;15;;;
150329;0400;24;;;
150329;0500;4;;;
150329;0600;4;;;
150329;0700;4;;;
150329;0800;5;;;
150329;0900;12;;;
150329;1000;12;;;
150329;1100;11;;;
150329;1200;13;;;
150329;1300;8;;;
150329;1400;6;;;
150329;1500;4;;;
150329;1600;5;;;
150329;1700;14;;;
150329;1800;11;;;
150329;1900;22;;;
150329;2000;23;;;
150329;2100;20;;;
150329;2200;18;;;
150329;2300;16;;;
150330;0000;15;;;
150330;0100;4;;;
150330;0200;5;;;
150330;0300;4;;;
150330;0400;4;;;
150330;0500;4;;;
150330;0600;22;;;
150330;0700;32;;;
150330;0800;18;;;
150330;0900;13;;;
150330;1000;14;;;
150330;1100;13;;;
150330;1200;14;;;
150330;1300;8;;;
150330;1400;8;;;
150330;1500;7;;;
150330;1600;9;;;
150330;1700;12;;;
150330;1800;16;;;
150330;1900;68;;;
150330;2000;31;;;
150330;2100;52;;;
150330;2200;34;;;
150330;2300;17;;;
150331;0000;28;;;
150331;0100;8;;;
150331;0200;11;;;
150331;0300;6;;;
150331;0400;4;;;
150331;0500;5;;;
150331;0600;4;;;
150331;0700;12;;;
150331;0800;13;;;
150331;0900;17;;;
150331;1000;8;;;
150331;1100;6;;;
150331;1200;4;;;
150331;1300;9;;;
150331;1400;14;;;
150331;1500;17;;;
150331;1600;23;;;
150331;1700;6;;;
150331;1800;14;;;
150331;1900;64;;;
150331;2000;71;;;
150331;2100;56;;;
150331;2200;32;;;
150331;2300;42;;;
150401;0000;12;;;
150401;0100;8;;;
150401;0200;4;;;
150401;0300;4;;;
150401;0400;5;;;
150401;0500;6;;;
150401;0600;15;;;
150401;0700;44;;;
150401;0800;21;;;
150401;0900;25;;;
150401;1000;25;;;
150401;1100;27;;;
150401;1200;18;;;
150401;1300;16;;;
150401;1400;14;;;
150401;1500;11;;;
150401;1600;15;;;
150401;1700;19;;;
150401;1800;26;;;
150401;1900;32;;;
150401;2000;30;;;
150401;2100;24;;;
150401;2200;14;;;
150401;2300;18;;;
150402;0000;23;;;
150402;0100;9;;;
150402;0200;8;;;
150402;0300;12;;;
150402;0400;7;;;
150402;0500;4;;;
150402;0600;8;;;
150402;0700;17;;;
150402;0800;16;;;
150402;0900;22;;;
150402;1000;30;;;
150402;1100;31;;;
150402;1200;22;;;
150402;1300;12;;;
150402;1400;8;;;
150402;1500;8;;;
150402;1600;12;;;
150402;1700;20;;;
150402;1800;36;;;
150402;1900;19;;;
150402;2000;42;;;
150402;2100;27;;;
150402;2200;36;;;
150402;2300;37;;;
150403;0000;21;;;
150403;0100;10;;;
150403;0200;10;;;
150403;0300;8;;;
150403;0400;12;;;
150403;0500;8;;;
150403;0600;4;;;
150403;0700;16;;;
150403;0800;53;;;
150403;0900;16;;;
150403;1000;13;;;
150403;1100;11;;;
150403;1200;13;;;
150403;1300;11;;;
150403;1400;11;;;
150403;1500;7;;;
150403;1600;5;;;
150403;1700;14;;;
150403;1800;39;;;
150403;1900;155;;;
150403;2000;190;;;
150403;2100;128;;;
150403;2200;40;;;
150403;2300;36;;;
150404;0000;62;;;
150404;0100;22;;;
150404;0200;18;;;
150404;0300;38;;;
150404;0400;34;;;
150404;0500;38;;;
150404;0600;7;;;
150404;0700;21;;;
150404;0800;14;;;
150404;0900;9;;;
150404;1000;8;;;
150404;1100;7;;;
150404;1200;6;;;
150404;1300;5;;;
150404;1400;4;;;
150404;1500;4;;;
150404;1600;5;;;
150404;1700;8;;;
150404;1800;31;;;
150404;1900;60;;;
150404;2000;55;;;
150404;2100;44;;;
150404;2200;66;;;
150404;2300;212;;;
150405;0000;155;;;
150405;0100;97;;;
150405;0200;106;;;
150405;0300;127;;;
150405;0400;106;;;
150405;0500;86;;;
150405;0600;111;;;
150405;0700;115;;;
150405;0800;130;;;
150405;0900;45;;;
150405;1000;41;;;
150405;1100;21;;;
150405;1200;16;;;
150405;1300;8;;;
150405;1400;9;;;
150405;1500;12;;;
150405;1600;14;;;
150405;1700;20;;;
150405;1800;110;;;
150405;1900;478;;;
150405;2000;434;;;
150405;2100;705;;;
150405;2200;621;;;
150405;2300;321;;;
150406;0000;344;;;
150406;0100;338;;;
150406;0200;99;;;
150406;0300;134;;;
150406;0400;121;;;
150406;0500;140;;;
150406;0600;199;;;
150406;0700;511;;;
150406;0800;229;;;
150406;0900;195;;;
150406;1000;69;;;
150406;1100;33;;;
150406;1200;16;;;
150406;1300;20;;;
150406;1400;10;;;
150406;1500;17;;;
150406;1600;27;;;
150406;1700;76;;;
150406;1800;254;;;
150406;1900;476;;;
150406;2000;506;;;
150406;2100;532;;;
150406;2200;499;;;
150406;2300;414;;;
150407;0000;408;;;
150407;0100;183;;;
150407;0200;136;;;
150407;0300;231;;;
150407;0400;143;;;
150407;0500;174;;;
150407;0600;145;;;
150407;0700;424;;;
150407;0800;497;;;
150407;0900;261;;;
150407;1000;279;;;
150407;1100;229;;;
150407;1200;82;;;
150407;1300;51;;;
150407;1400;39;;;
150407;1500;73;;;
150407;1600;56;;;
150407;1700;55;;;
150407;1800;144;;;
150407;1900;227;;;
150407;2000;346;;;
150407;2100;275;;;
150407;2200;326;;;
150407;2300;274;;;
150408;0000;165;;;
150408;0100;117;;;
150408;0200;67;;;
150408;0300;66;;;
150408;0400;85;;;
150408;0500;58;;;
150408;0600;94;;;
150408;0700;92;;;
150408;0800;166;;;
150408;0900;149;;;
150408;1000;89;;;
150408;1100;61;;;
150408;1200;60;;;
150408;1300;21;;;
150408;1400;8;;;
150408;1500;26;;;
150408;1600;30;;;
150408;1700;36;;;
150408;1800;58;;;
150408;1900;128;;;
150408;2000;121;;;
150408;2100;68;;;
150408;2200;52;;;
150408;2300;25;;;
150409;0000;35;;;
150409;0100;12;;;
150409;0200;8;;;
150409;0300;5;;;
150409;0400;5;;;
150409;0500;9;;;
150409;0600;27;;;
150409;0700;14;;;
150409;0800;27;;;
150409;0900;38;;;
150409;1000;18;;;
150409;1100;16;;;
150409;1200;20;;;
150409;1300;12;;;
150409;1400;7;;;
150409;1500;6;;;
150409;1600;15;;;
150409;1700;32;;;
150409;1800;22;;;
150409;1900;69;;;
150409;2000;45;;;
150409;2100;40;;;
150409;2200;51;;;
150409;2300;109;;;
150410;0000;14;;;
150410;0100;11;;;
150410;0200;8;;;
150410;0300;9;;;
150410;0400;14;;;
150410;0500;16;;;
150410;0600;24;;;
150410;0700;89;;;
150410;0800;60;;;
150410;0900;16;;;
150410;1000;16;;;
150410;1100;9;;;
150410;1200;14;;;
150410;1300;8;;;
150410;1400;8;;;
150410;1500;4;;;
150410;1600;6;;;
150410;1700;8;;;
150410;1800;36;;;
150410;1900;246;;;
150410;2000;152;;;
150410;2100;228;;;
150410;2200;111;;;
150410;2300;130;;;
150411;0000;220;;;
150411;0100;141;;;
150411;0200;90;;;
150411;0300;77;;;
150411;0400;52;;;
150411;0500;25;;;
150411;0600;32;;;
150411;0700;142;;;
150411;0800;129;;;
150411;0900;69;;;
150411;1000;33;;;
150411;1100;31;;;
150411;1200;20;;;
150411;1300;21;;;
150411;1400;19;;;
150411;1500;18;;;
150411;1600;33;;;
150411;1700;48;;;
150411;1800;212;;;
150411;1900;182;;;
150411;2000;93;;;
150411;2100;146;;;
150411;2200;114;;;
150411;2300;130;;;
150412;0000;125;;;
150412;0100;105;;;
150412;0200;84;;;
150412;0300;109;;;
150412;0400;44;;;
150412;0500;35;;;
150412;0600;21;;;
150412;0700;51;;;
150412;0800;;;;
150412;0900;33;;;
150412;1000;38;;;
150412;1100;29;;;
150412;1200;40;;;
150412;1300;36;;;
150412;1400;29;;;
150412;1500;32;;;
150412;1600;44;;;
150412;1700;28;;;
150412;1800;54;;;
150412;1900;178;;;
150412;2000;127;;;
150412;2100;122;;;
150412;2200;93;;;
150412;2300;87;;;
150413;0000;52;;;
150413;0100;31;;;
150413;0200;8;;;
150413;0300;9;;;
150413;0400;39;;;
150413;0500;56;;;
150413;0600;98;;;
150413;0700;66;;;
150413;0800;108;;;
150413;0900;31;;;
150413;1000;41;;;
150413;1100;38;;;
150413;1200;54;;;
150413;1300;36;;;
150413;1400;27;;;
150413;1500;46;;;
150413;1600;39;;;
150413;1700;78;;;
150413;1800;147;;;
150413;1900;129;;;
150413;2000;242;;;
150413;2100;187;;;
150413;2200;87;;;
150413;2300;149;;;
150414;0000;209;;;
150414;0100;124;;;
150414;0200;33;;;
150414;0300;46;;;
150414;0400;45;;;
150414;0500;59;;;
150414;0600;137;;;
150414;0700;284;;;
150414;0800;164;;;
150414;0900;75;;;
150414;1000;28;;;
150414;1100;32;;;
150414;1200;14;;;
150414;1300;12;;;
150414;1400;7;;;
150414;1500;10;;;
150414;1600;19;;;
150414;1700;30;;;
150414;1800;110;;;
150414;1900;249;;;
150414;2000;422;;;
150414;2100;592;;;
150414;2200;333;;;
150414;2300;358;;;
150415;0000;174;;;
150415;0100;178;;;
150415;0200;202;;;
150415;0300;131;;;
150415;0400;206;;;
150415;0500;161;;;
150415;0600;339;;;
150415;0700;494;;;
150415;0800;479;;;
150415;0900;238;;;
150415;1000;189;;;
150415;1100;59;;;
150415;1200;56;;;
150415;1300;33;;;
150415;1400;24;;;
150415;1500;29;;;
150415;1600;24;;;
150415;1700;50;;;
150415;1800;71;;;
150415;1900;91;;;
150415;2000;108;;;
150415;2100;208;;;
150415;2200;303;;;
150415;2300;401;;;
150416;0000;463;;;
150416;0100;405;;;
150416;0200;198;;;
150416;0300;168;;;
150416;0400;109;;;
150416;0500;108;;;
150416;0600;242;;;
150416;0700;292;;;
150416;0800;409;;;
150416;0900;98;;;
150416;1000;60;;;
150416;1100;36;;;
150416;1200;23;;;
150416;1300;11;;;
